Nacionalidad,Aeropuerto,Entradas
Brasil,"Durango, Dgo.",37
Brasil,"Ensenada, B.C.",14
Brasil,"Felipe Ángeles (AIFA), Edo. Mex.",109
Brasil,"Guadalajara, Jal.",23660
Brasil,"Guaymas, Son.",15
Brasil,"Hermosillo, Son.",623
Brasil,"Huatulco, Oax.",92
Brasil,"La Paz, B.C.S.",50
Brasil,"Loreto, B.C.S.",126
Brasil,"Los Cabos, B.C.S.",18101
Brasil,"Manzanillo, Col.",100
Brasil,"Matamoros, Tamps.",4
Brasil,"Mazatlán, Sin.",466
Brasil,"Mérida, Yuc.",2113
Brasil,"Mexicali, B. C.",7
Brasil,"Monclova, Coah.",9
Brasil,"Monterrey, N.L.",29015
Brasil,"Morelia, Mich.",202
Brasil,"Oaxaca, Oax.",189
Brasil,"Piedras Negras, Coah.",6
Brasil,"Puebla, Pue.",604
Brasil,"Puerto Escondido, Oax.",2
Brasil,"Puerto Peñasco, Son.",1
Brasil,"Puerto Vallarta, Jal.",10187
Brasil,"Querétaro, Qro.",5369
Brasil,"Reynosa, Tamps.",8
Brasil,"Saltillo, Coah.",78
Brasil,"San Felipe, B.C.",7
Brasil,"San Luis Potosí, S.L.P.",3174
Brasil,"Silao, Gto.",4936
Brasil,"Tampico, Tamps.",367
Brasil,"Tapachula, Chis.",741
Brasil,"Tijuana, B.C.",354
Brasil,"Toluca, Edo. Mex.",1210
Brasil,"Torreón, Coah.",459
Brasil,"Tuxtla Gutiérrez, Chis.",19
Brasil,"Uruapan, Mich.",2
Brasil,"Veracruz, Ver.",738
Brasil,"Villahermosa, Tab.",1253
Brasil,"Zacatecas, Zac.",49
Brasil,"Zihuatanejo, Gro.",344
Brunei,"Cancún, Q. Roo",71
Brunei,Ciudad de México (AICM),57
Brunei,"Ciudad Juárez, Chih.",1
Brunei,"Cozumel, Q. Roo",5
Brunei,"Guadalajara, Jal.",3
Brunei,"Los Cabos, B.C.S.",15
Brunei,"Mazatlán, Sin.",2
Brunei,"Mérida, Yuc.",1
Brunei,"Puerto Vallarta, Jal.",8
Brunei,"Zihuatanejo, Gro.",1
Bulgaria,"Acapulco, Gro.",31
Bulgaria,"Aguascalientes, Ags.",74
Bulgaria,"Cabo San Lucas, B.C.S.",6
Bulgaria,"Cancún, Q. Roo",32292
Bulgaria,"Chihuahua, Chih.",18
Bulgaria,Ciudad de México (AICM),18694
Bulgaria,"Ciudad del Carmen, Camp.",14
Bulgaria,"Cozumel, Q. Roo",394
Bulgaria,"Durango, Dgo.",2
Bulgaria,"Guadalajara, Jal.",377
Bulgaria,"Hermosillo, Son.",24
Bulgaria,"Huatulco, Oax.",30
Bulgaria,"La Paz, B.C.S.",1
Bulgaria,"Loreto, B.C.S.",4
Bulgaria,"Los Cabos, B.C.S.",1330
Bulgaria,"Manzanillo, Col.",14
Bulgaria,"Mazatlán, Sin.",33
Bulgaria,"Mérida, Yuc.",74
Bulgaria,"Monterrey, N.L.",305
Bulgaria,"Morelia, Mich.",7
Bulgaria,"Oaxaca, Oax.",10
Bulgaria,"Piedras Negras, Coah.",1
Bulgaria,"Puebla, Pue.",16
Bulgaria,"Puerto Vallarta, Jal.",1412
Bulgaria,"Querétaro, Qro.",108
Bulgaria,"Saltillo, Coah.",2
Bulgaria,"San Felipe, B.C.",1
Bulgaria,"San Luis Potosí, S.L.P.",38
Bulgaria,"Silao, Gto.",56
Bulgaria,"Tampico, Tamps.",29
Bulgaria,"Tapachula, Chis.",2
Bulgaria,"Tijuana, B.C.",15
Bulgaria,"Toluca, Edo. Mex.",29
Bulgaria,"Torreón, Coah.",3
Bulgaria,"Veracruz, Ver.",109
Bulgaria,"Villahermosa, Tab.",12
Bulgaria,"Zacatecas, Zac.",1
Bulgaria,"Zihuatanejo, Gro.",46
Burkina Faso,"Acapulco, Gro.",2
Burkina Faso,"Cancún, Q. Roo",319
Burkina Faso,Ciudad de México (AICM),355
Burkina Faso,"Ciudad del Carmen, Camp.",3
Burkina Faso,"Cozumel, Q. Roo",4
Burkina Faso,"Guadalajara, Jal.",10
Burkina Faso,"Los Cabos, B.C.S.",14
Burkina Faso,"Manzanillo, Col.",1
Burkina Faso,"Mazatlán, Sin.",1
Burkina Faso,"Mérida, Yuc.",1
Burkina Faso,"Monterrey, N.L.",5
Burkina Faso,"Morelia, Mich.",1
Burkina Faso,"Oaxaca, Oax.",1
Burkina Faso,"Puebla, Pue.",2
Burkina Faso,"Puerto Vallarta, Jal.",23
Burkina Faso,"Querétaro, Qro.",1
Burkina Faso,"Silao, Gto.",3
Burkina Faso,"Toluca, Edo. Mex.",1
Burkina Faso,"Torreón, Coah.",1
Burkina Faso,"Zihuatanejo, Gro.",6
Burundi,"Aguascalientes, Ags.",2
Burundi,"Cancún, Q. Roo",159
Burundi,Ciudad de México (AICM),163
Burundi,"Guadalajara, Jal.",1
Burundi,"Los Cabos, B.C.S.",5
Burundi,"Mazatlán, Sin.",1
Burundi,"Mérida, Yuc.",1
Burundi,"Monterrey, N.L.",14
Burundi,"Puebla, Pue.",1
Burundi,"Puerto Vallarta, Jal.",11
Burundi,"San Luis Potosí, S.L.P.",1
Bután,"Aguascalientes, Ags.",1
Bután,"Cancún, Q. Roo",76
Bután,Ciudad de México (AICM),262
Bután,"Cozumel, Q. Roo",2
Bután,"Guadalajara, Jal.",15
Bután,"Los Cabos, B.C.S.",17
Bután,"Mérida, Yuc.",1
Bután,"Monterrey, N.L.",15
Bután,"Oaxaca, Oax.",3
Bután,"Puebla, Pue.",2
Bután,"Puerto Vallarta, Jal.",10
Bután,"Querétaro, Qro.",2
Bután,"San Luis Potosí, S.L.P.",5
Bután,"Silao, Gto.",3
Bután,"Tampico, Tamps.",1
Bután,"Toluca, Edo. Mex.",1
Bután,"Torreón, Coah.",1
Cabo Verde,"Aguascalientes, Ags.",1
Cabo Verde,"Cancún, Q. Roo",1107
Cabo Verde,Ciudad de México (AICM),252
Cabo Verde,"Cozumel, Q. Roo",20
Cabo Verde,"Ensenada, B.C.",2
Cabo Verde,"Guadalajara, Jal.",9
Cabo Verde,"Los Cabos, B.C.S.",31
Cabo Verde,"Mérida, Yuc.",2
Cabo Verde,"Monterrey, N.L.",14
Cabo Verde,"Oaxaca, Oax.",2
Cabo Verde,"Puerto Vallarta, Jal.",23
Cabo Verde,"Querétaro, Qro.",6
Cabo Verde,"Saltillo, Coah.",1
Cabo Verde,"San Luis Potosí, S.L.P.",1
Cabo Verde,"Silao, Gto.",13
Cabo Verde,"Tampico, Tamps.",4
Cabo Verde,"Tijuana, B.C.",2
Cabo Verde,"Toluca, Edo. Mex.",1
Cabo Verde,"Torreón, Coah.",12
Cabo Verde,"Veracruz, Ver.",3
Cabo Verde,"Villahermosa, Tab.",1
"Caimán, Islas (R. Unido)","Acapulco, Gro.",1
"Caimán, Islas (R. Unido)","Aguascalientes, Ags.",2
"Caimán, Islas (R. Unido)","Cabo San Lucas, B.C.S.",1
"Caimán, Islas (R. Unido)","Cancún, Q. Roo",149
"Caimán, Islas (R. Unido)",Ciudad de México (AICM),144
"Caimán, Islas (R. Unido)","Cozumel, Q. Roo",7
"Caimán, Islas (R. Unido)","Guadalajara, Jal.",4
"Caimán, Islas (R. Unido)","Hermosillo, Son.",2
"Caimán, Islas (R. Unido)","Los Cabos, B.C.S.",9
"Caimán, Islas (R. Unido)","Mérida, Yuc.",3
"Caimán, Islas (R. Unido)","Monterrey, N.L.",11
"Caimán, Islas (R. Unido)","Oaxaca, Oax.",1
"Caimán, Islas (R. Unido)","Puebla, Pue.",4
"Caimán, Islas (R. Unido)","Puerto Vallarta, Jal.",6
"Caimán, Islas (R. Unido)","Querétaro, Qro.",6
"Caimán, Islas (R. Unido)","Silao, Gto.",1
"Caimán, Islas (R. Unido)","Tapachula, Chis.",4
Camboya,"Acapulco, Gro.",1
Camboya,"Cancún, Q. Roo",551
Camboya,"Chihuahua, Chih.",1
Camboya,Ciudad de México (AICM),350
Camboya,"Cozumel, Q. Roo",10
Camboya,"Durango, Dgo.",2
Camboya,"Guadalajara, Jal.",28
Camboya,"Hermosillo, Son.",2
Camboya,"Loreto, B.C.S.",7
Camboya,"Los Cabos, B.C.S.",129
Camboya,"Mazatlán, Sin.",5
Camboya,"Mérida, Yuc.",1
Camboya,"Monterrey, N.L.",21
Camboya,"Morelia, Mich.",3
Camboya,"Oaxaca, Oax.",2
Camboya,"Puebla, Pue.",2
Camboya,"Puerto Vallarta, Jal.",88
Camboya,"Querétaro, Qro.",1
Camboya,"Silao, Gto.",10
Camboya,"Tijuana, B.C.",7
Camboya,"Torreón, Coah.",2
Camboya,"Zihuatanejo, Gro.",1
Camerún,"Acapulco, Gro.",1
Camerún,"Aguascalientes, Ags.",2
Camerún,"Cancún, Q. Roo",1887
Camerún,"Chihuahua, Chih.",10
Camerún,Ciudad de México (AICM),2920
Camerún,"Ciudad del Carmen, Camp.",19
Camerún,"Cozumel, Q. Roo",20
Camerún,"Guadalajara, Jal.",54
Camerún,"Hermosillo, Son.",5
Camerún,"Loreto, B.C.S.",1
Camerún,"Los Cabos, B.C.S.",162
Camerún,"Mazatlán, Sin.",7
Camerún,"Mérida, Yuc.",11
Camerún,"Monterrey, N.L.",105
Camerún,"Morelia, Mich.",2
Camerún,"Puebla, Pue.",4
Camerún,"Puerto Vallarta, Jal.",130
Camerún,"Querétaro, Qro.",19
Camerún,"Saltillo, Coah.",3
Camerún,"San Luis Potosí, S.L.P.",16
Camerún,"Silao, Gto.",11
Camerún,"Tijuana, B.C.",3
Camerún,"Toluca, Edo. Mex.",11
Camerún,"Veracruz, Ver.",2
Camerún,"Villahermosa, Tab.",2
Camerún,"Zihuatanejo, Gro.",4
Canadá,"Acapulco, Gro.",53283
Canadá,"Aguascalientes, Ags.",5376
Canadá,"Cabo San Lucas, B.C.S.",3764
Canadá,"Campeche, Camp.",3
Canadá,"Cancún, Q. Roo",9371332
Canadá,"Chetumal, Q. Roo",48
Canadá,"Chihuahua, Chih.",22633
Canadá,Ciudad de México (AICM),1600279
Canadá,"Ciudad del Carmen, Camp.",953
Canadá,"Ciudad Juárez, Chih.",281
Canadá,"Ciudad Obregón, Son.",275
Canadá,"Ciudad Victoria, Tamps.",23
Canadá,"Cozumel, Q. Roo",245721
Canadá,"Cuernavaca, Mor.",47
Canadá,"Culiacán, Sin.",136
Canadá,"Del Norte, N.L.",553
Canadá,"Durango, Dgo.",1453
Canadá,"Ensenada, B.C.",394
Canadá,"Felipe Ángeles (AIFA), Edo. Mex.",17
Canadá,"Guadalajara, Jal.",102307
Canadá,"Guaymas, Son.",640
Canadá,"Hermosillo, Son.",11449
Canadá,"Huatulco, Oax.",369492
Canadá,"La Paz, B.C.S.",1344
Canadá,"Loreto, B.C.S.",31638
Canadá,"Los Cabos, B.C.S.",1455057
Canadá,"Los Mochis, Sin.",25
Canadá,"Manzanillo, Col.",139309
Canadá,"Matamoros, Tamps.",45
Canadá,"Mazatlán, Sin.",362988
Canadá,"Mérida, Yuc.",36804
Canadá,"Mexicali, B. C.",187
Canadá,"Minatitlán, Ver.",5
Canadá,"Monclova, Coah.",115
Canadá,"Monterrey, N.L.",77134
Canadá,"Morelia, Mich.",2307
Canadá,"Nogales, Son.",16
Canadá,"Nuevo Laredo, Tamps.",9
Canadá,"Oaxaca, Oax.",5453
Canadá,"Piedras Negras, Coah.",51
Canadá,"Puebla, Pue.",4512
Canadá,"Puerto Escondido, Oax.",31
Canadá,"Puerto Peñasco, Son.",207
Canadá,"Puerto Vallarta, Jal.",3197250
Canadá,"Querétaro, Qro.",36828
Canadá,"Reynosa, Tamps.",30
Canadá,"Saltillo, Coah.",3532
Canadá,"San Felipe, B.C.",335
Canadá,"San Luis Potosí, S.L.P.",9281
Canadá,"Silao, Gto.",30237
Canadá,"Tampico, Tamps.",3451
Canadá,"Tapachula, Chis.",569
Canadá,"Tijuana, B.C.",699
Canadá,"Toluca, Edo. Mex.",3163
Canadá,"Torreón, Coah.",4477
Canadá,"Tuxtla Gutiérrez, Chis.",218
Canadá,"Uruapan, Mich.",22
Canadá,"Veracruz, Ver.",4494
Canadá,"Villahermosa, Tab.",3453
Canadá,"Zacatecas, Zac.",888
Canadá,"Zihuatanejo, Gro.",310704
"Centroafricana, Rep.","Cancún, Q. Roo",43
"Centroafricana, Rep.",Ciudad de México (AICM),47
"Centroafricana, Rep.","Los Cabos, B.C.S.",1
"Centroafricana, Rep.","Monterrey, N.L.",1
"Centroafricana, Rep.","Puerto Vallarta, Jal.",2
"Centroafricana, Rep.","Querétaro, Qro.",1
"Centroafricana, Rep.","Veracruz, Ver.",1
Chad,"Cancún, Q. Roo",40
Chad,Ciudad de México (AICM),86
Chad,"Guadalajara, Jal.",1
Chad,"Los Cabos, B.C.S.",4
Chad,"Puerto Vallarta, Jal.",2
"Checa, Rep.","Acapulco, Gro.",35
"Checa, Rep.","Aguascalientes, Ags.",56
"Checa, Rep.","Cabo San Lucas, B.C.S.",6
"Checa, Rep.","Cancún, Q. Roo",66542
"Checa, Rep.","Chihuahua, Chih.",147
"Checa, Rep.",Ciudad de México (AICM),54966
"Checa, Rep.","Ciudad del Carmen, Camp.",3
"Checa, Rep.","Ciudad Juárez, Chih.",1
"Checa, Rep.","Cozumel, Q. Roo",349
"Checa, Rep.","Del Norte, N.L.",6
"Checa, Rep.","Durango, Dgo.",2
"Checa, Rep.","Ensenada, B.C.",3
"Checa, Rep.","Guadalajara, Jal.",1030
"Checa, Rep.","Guaymas, Son.",1
"Checa, Rep.","Hermosillo, Son.",29
"Checa, Rep.","Huatulco, Oax.",85
"Checa, Rep.","La Paz, B.C.S.",4
"Checa, Rep.","Loreto, B.C.S.",37
"Checa, Rep.","Los Cabos, B.C.S.",1743
"Checa, Rep.","Manzanillo, Col.",17
"Checa, Rep.","Mazatlán, Sin.",70
"Checa, Rep.","Mérida, Yuc.",140
"Checa, Rep.","Monclova, Coah.",1
"Checa, Rep.","Monterrey, N.L.",1626
"Checa, Rep.","Morelia, Mich.",17
"Checa, Rep.","Oaxaca, Oax.",24
"Checa, Rep.","Puebla, Pue.",87
"Checa, Rep.","Puerto Vallarta, Jal.",1496
"Checa, Rep.","Querétaro, Qro.",335
"Checa, Rep.","Saltillo, Coah.",11
"Checa, Rep.","San Luis Potosí, S.L.P.",365
"Checa, Rep.","Silao, Gto.",709
"Checa, Rep.","Tampico, Tamps.",14
"Checa, Rep.","Tapachula, Chis.",9
"Checa, Rep.","Tijuana, B.C.",23
"Checa, Rep.","Toluca, Edo. Mex.",134
"Checa, Rep.","Torreón, Coah.",45
"Checa, Rep.","Tuxtla Gutiérrez, Chis.",3
"Checa, Rep.","Veracruz, Ver.",32
"Checa, Rep.","Villahermosa, Tab.",10
"Checa, Rep.","Zacatecas, Zac.",5
"Checa, Rep.","Zihuatanejo, Gro.",84
Chile,"Acapulco, Gro.",211
Chile,"Aguascalientes, Ags.",151
Chile,"Cabo San Lucas, B.C.S.",27
Chile,"Cancún, Q. Roo",685569
Chile,"Chetumal, Q. Roo",4
Chile,"Chichen-Itzá, Yuc.",3
Chile,"Chihuahua, Chih.",373
Chile,Ciudad de México (AICM),739602
Chile,"Ciudad del Carmen, Camp.",48
Chile,"Ciudad Juárez, Chih.",10
Chile,"Ciudad Obregón, Son.",1
Chile,"Cozumel, Q. Roo",1184
Chile,"Culiacán, Sin.",7
Chile,"Del Norte, N.L.",51
Chile,"Durango, Dgo.",40
Chile,"Ensenada, B.C.",1
Chile,"Felipe Ángeles (AIFA), Edo. Mex.",148
Chile,"Guadalajara, Jal.",9561
Chile,"Guaymas, Son.",16
Chile,"Hermosillo, Son.",805
Chile,"Huatulco, Oax.",45
Chile,"La Paz, B.C.S.",8
Chile,"Loreto, B.C.S.",53
Chile,"Los Cabos, B.C.S.",3846
Chile,"Los Mochis, Sin.",3
Chile,"Manzanillo, Col.",35
Chile,"Matamoros, Tamps.",5
Chile,"Mazatlán, Sin.",210
Chile,"Mérida, Yuc.",851
Chile,"Mexicali, B. C.",19
Chile,"Minatitlán, Ver.",3
Chile,"Monclova, Coah.",7
Chile,"Monterrey, N.L.",6503
Chile,"Morelia, Mich.",126
Chile,"Oaxaca, Oax.",74
Chile,"Puebla, Pue.",136
Chile,"Puerto Peñasco, Son.",14
Chile,"Puerto Vallarta, Jal.",3559
Chile,"Querétaro, Qro.",607
Chile,"Reynosa, Tamps.",4
Chile,"Saltillo, Coah.",37
Chile,"San Felipe, B.C.",1
Chile,"San Luis Potosí, S.L.P.",306
Chile,"Silao, Gto.",1062
Chile,"Tampico, Tamps.",84
Chile,"Tapachula, Chis.",169
Chile,"Tijuana, B.C.",269
Chile,"Toluca, Edo. Mex.",312
Chile,"Torreón, Coah.",184
Chile,"Tuxtla Gutiérrez, Chis.",13
Chile,"Uruapan, Mich.",4
Chile,"Veracruz, Ver.",215
Chile,"Villahermosa, Tab.",91
Chile,"Zacatecas, Zac.",38
Chile,"Zihuatanejo, Gro.",88
China,"Acapulco, Gro.",151
China,"Aguascalientes, Ags.",1457
China,"Cabo San Lucas, B.C.S.",76
China,"Campeche, Camp.",5
China,"Cancún, Q. Roo",375342
China,"Chetumal, Q. Roo",5
China,"Chichen-Itzá, Yuc.",2
China,"Chihuahua, Chih.",1343
China,Ciudad de México (AICM),421338
China,"Ciudad del Carmen, Camp.",680
China,"Ciudad Juárez, Chih.",9
China,"Ciudad Obregón, Son.",7
China,"Cozumel, Q. Roo",1948
China,"Culiacán, Sin.",7
China,"Del Norte, N.L.",18
China,"Durango, Dgo.",18
China,"Ensenada, B.C.",7
China,"Felipe Ángeles (AIFA), Edo. Mex.",5
China,"Guadalajara, Jal.",24579
China,"Guaymas, Son.",10
China,"Hermosillo, Son.",1535
China,"Huatulco, Oax.",173
China,"La Paz, B.C.S.",20
China,"Loreto, B.C.S.",194
China,"Los Cabos, B.C.S.",25284
China,"Manzanillo, Col.",396
China,"Matamoros, Tamps.",13
China,"Mazatlán, Sin.",876
China,"Mérida, Yuc.",1471
China,"Mexicali, B. C.",3
China,"Monterrey, N.L.",17429
China,"Morelia, Mich.",225
China,"Nuevo Laredo, Tamps.",1
China,"Oaxaca, Oax.",221
China,"Piedras Negras, Coah.",1
China,"Puebla, Pue.",436
China,"Puerto Peñasco, Son.",2
China,"Puerto Vallarta, Jal.",10578
China,"Querétaro, Qro.",2658
China,"Saltillo, Coah.",142
China,"San Felipe, B.C.",22
China,"San Luis Potosí, S.L.P.",2781
China,"Silao, Gto.",8167
China,"Tampico, Tamps.",349
China,"Tapachula, Chis.",37
China,"Tijuana, B.C.",98472
China,"Toluca, Edo. Mex.",259
China,"Torreón, Coah.",403
China,"Tuxtla Gutiérrez, Chis.",9
China,"Uruapan, Mich.",6
China,"Veracruz, Ver.",353
China,"Villahermosa, Tab.",390
China,"Zacatecas, Zac.",263
China,"Zihuatanejo, Gro.",604
Chipre,"Aguascalientes, Ags.",13
