Nacionalidad,Aeropuerto,Entradas
Sri Lanka,"Zihuatanejo, Gro.",8
Suazilandia,"Acapulco, Gro.",1
Suazilandia,"Cancún, Q. Roo",297
Suazilandia,"Chihuahua, Chih.",1
Suazilandia,Ciudad de México (AICM),142
Suazilandia,"Cozumel, Q. Roo",5
Suazilandia,"Del Norte, N.L.",2
Suazilandia,"Durango, Dgo.",1
Suazilandia,"Ensenada, B.C.",1
Suazilandia,"Guadalajara, Jal.",6
Suazilandia,"Huatulco, Oax.",1
Suazilandia,"Los Cabos, B.C.S.",106
Suazilandia,"Mérida, Yuc.",2
Suazilandia,"Monterrey, N.L.",13
Suazilandia,"Puerto Vallarta, Jal.",11
Suazilandia,"Reynosa, Tamps.",1
Suazilandia,"San Felipe, B.C.",1
Suazilandia,"Zihuatanejo, Gro.",1
Sudáfrica,"Acapulco, Gro.",27
Sudáfrica,"Aguascalientes, Ags.",80
Sudáfrica,"Cabo San Lucas, B.C.S.",74
Sudáfrica,"Cancún, Q. Roo",29070
Sudáfrica,"Chetumal, Q. Roo",4
Sudáfrica,"Chihuahua, Chih.",100
Sudáfrica,Ciudad de México (AICM),23940
Sudáfrica,"Ciudad del Carmen, Camp.",49
Sudáfrica,"Ciudad Juárez, Chih.",2
Sudáfrica,"Cozumel, Q. Roo",1302
Sudáfrica,"Cuernavaca, Mor.",2
Sudáfrica,"Culiacán, Sin.",1
Sudáfrica,"Del Norte, N.L.",24
Sudáfrica,"Durango, Dgo.",8
Sudáfrica,"Ensenada, B.C.",4
Sudáfrica,"Felipe Ángeles (AIFA), Edo. Mex.",1
Sudáfrica,"Guadalajara, Jal.",889
Sudáfrica,"Guaymas, Son.",2
Sudáfrica,"Hermosillo, Son.",134
Sudáfrica,"Huatulco, Oax.",79
Sudáfrica,"La Paz, B.C.S.",11
Sudáfrica,"Loreto, B.C.S.",79
Sudáfrica,"Los Cabos, B.C.S.",4913
Sudáfrica,"Manzanillo, Col.",42
Sudáfrica,"Matamoros, Tamps.",2
Sudáfrica,"Mazatlán, Sin.",228
Sudáfrica,"Mérida, Yuc.",165
Sudáfrica,"Mexicali, B. C.",5
Sudáfrica,"Monclova, Coah.",2
Sudáfrica,"Monterrey, N.L.",1531
Sudáfrica,"Morelia, Mich.",32
Sudáfrica,"Oaxaca, Oax.",55
Sudáfrica,"Piedras Negras, Coah.",1
Sudáfrica,"Puebla, Pue.",106
Sudáfrica,"Puerto Escondido, Oax.",1
Sudáfrica,"Puerto Vallarta, Jal.",3801
Sudáfrica,"Querétaro, Qro.",300
Sudáfrica,"Saltillo, Coah.",30
Sudáfrica,"San Felipe, B.C.",5
Sudáfrica,"San Luis Potosí, S.L.P.",256
Sudáfrica,"Silao, Gto.",379
Sudáfrica,"Tampico, Tamps.",73
Sudáfrica,"Tapachula, Chis.",13
Sudáfrica,"Tijuana, B.C.",15
Sudáfrica,"Toluca, Edo. Mex.",122
Sudáfrica,"Torreón, Coah.",55
Sudáfrica,"Tuxtla Gutiérrez, Chis.",3
Sudáfrica,"Veracruz, Ver.",43
Sudáfrica,"Villahermosa, Tab.",36
Sudáfrica,"Zacatecas, Zac.",6
Sudáfrica,"Zihuatanejo, Gro.",174
Sudán,"Acapulco, Gro.",1
Sudán,"Cancún, Q. Roo",356
Sudán,"Chihuahua, Chih.",1
Sudán,Ciudad de México (AICM),336
Sudán,"Guadalajara, Jal.",15
Sudán,"Los Cabos, B.C.S.",22
Sudán,"Manzanillo, Col.",2
Sudán,"Mazatlán, Sin.",2
Sudán,"Monterrey, N.L.",28
Sudán,"Oaxaca, Oax.",1
Sudán,"Puerto Vallarta, Jal.",30
Sudán,"Querétaro, Qro.",15
Sudán,"San Luis Potosí, S.L.P.",2
Sudán,"Silao, Gto.",6
Sudán,"Tampico, Tamps.",1
Sudán,"Tijuana, B.C.",1
Sudán,"Zihuatanejo, Gro.",1
"Sudán del Sur, Rep.","Cancún, Q. Roo",1
"Sudán del Sur, Rep.",Ciudad de México (AICM),8
Suecia,"Acapulco, Gro.",86
Suecia,"Aguascalientes, Ags.",325
Suecia,"Cabo San Lucas, B.C.S.",43
Suecia,"Cancún, Q. Roo",269265
Suecia,"Chetumal, Q. Roo",2
Suecia,"Chihuahua, Chih.",180
Suecia,Ciudad de México (AICM),89851
Suecia,"Ciudad del Carmen, Camp.",55
Suecia,"Ciudad Juárez, Chih.",1
Suecia,"Ciudad Obregón, Son.",1
Suecia,"Cozumel, Q. Roo",812
Suecia,"Culiacán, Sin.",6
Suecia,"Del Norte, N.L.",5
Suecia,"Durango, Dgo.",5
Suecia,"Ensenada, B.C.",14
Suecia,"Felipe Ángeles (AIFA), Edo. Mex.",6
Suecia,"Guadalajara, Jal.",4021
Suecia,"Guaymas, Son.",8
Suecia,"Hermosillo, Son.",133
Suecia,"Huatulco, Oax.",74
Suecia,"La Paz, B.C.S.",42
Suecia,"Loreto, B.C.S.",145
Suecia,"Los Cabos, B.C.S.",7728
Suecia,"Manzanillo, Col.",74
Suecia,"Matamoros, Tamps.",1
Suecia,"Mazatlán, Sin.",243
Suecia,"Mérida, Yuc.",339
Suecia,"Mexicali, B. C.",2
Suecia,"Monclova, Coah.",2
Suecia,"Monterrey, N.L.",3721
Suecia,"Morelia, Mich.",100
Suecia,"Oaxaca, Oax.",150
Suecia,"Puebla, Pue.",130
Suecia,"Puerto Vallarta, Jal.",5025
Suecia,"Querétaro, Qro.",1006
Suecia,"Reynosa, Tamps.",3
Suecia,"Saltillo, Coah.",37
Suecia,"San Felipe, B.C.",5
Suecia,"San Luis Potosí, S.L.P.",353
Suecia,"Silao, Gto.",788
Suecia,"Tampico, Tamps.",119
Suecia,"Tapachula, Chis.",25
Suecia,"Tijuana, B.C.",30
Suecia,"Toluca, Edo. Mex.",165
Suecia,"Torreón, Coah.",117
Suecia,"Tuxtla Gutiérrez, Chis.",3
Suecia,"Veracruz, Ver.",149
Suecia,"Villahermosa, Tab.",53
Suecia,"Zacatecas, Zac.",13
Suecia,"Zihuatanejo, Gro.",262
Suiza,"Acapulco, Gro.",156
Suiza,"Aguascalientes, Ags.",196
Suiza,"Cabo San Lucas, B.C.S.",66
Suiza,"Cancún, Q. Roo",216771
Suiza,"Chichen-Itzá, Yuc.",3
Suiza,"Chihuahua, Chih.",208
Suiza,Ciudad de México (AICM),162482
Suiza,"Ciudad del Carmen, Camp.",26
Suiza,"Ciudad Juárez, Chih.",6
Suiza,"Cozumel, Q. Roo",588
Suiza,"Cuernavaca, Mor.",2
Suiza,"Culiacán, Sin.",9
Suiza,"Del Norte, N.L.",53
Suiza,"Durango, Dgo.",16
Suiza,"Ensenada, B.C.",8
Suiza,"Felipe Ángeles (AIFA), Edo. Mex.",5
Suiza,"Guadalajara, Jal.",4693
Suiza,"Guaymas, Son.",14
Suiza,"Hermosillo, Son.",206
Suiza,"Huatulco, Oax.",90
Suiza,"La Paz, B.C.S.",59
Suiza,"Loreto, B.C.S.",179
Suiza,"Los Cabos, B.C.S.",5998
Suiza,"Manzanillo, Col.",97
Suiza,"Matamoros, Tamps.",5
Suiza,"Mazatlán, Sin.",298
Suiza,"Mérida, Yuc.",568
Suiza,"Mexicali, B. C.",7
Suiza,"Monterrey, N.L.",4270
Suiza,"Morelia, Mich.",71
Suiza,"Oaxaca, Oax.",212
Suiza,"Puebla, Pue.",187
Suiza,"Puerto Escondido, Oax.",3
Suiza,"Puerto Peñasco, Son.",3
Suiza,"Puerto Vallarta, Jal.",3447
Suiza,"Querétaro, Qro.",971
Suiza,"Reynosa, Tamps.",3
Suiza,"Saltillo, Coah.",30
Suiza,"San Felipe, B.C.",14
Suiza,"San Luis Potosí, S.L.P.",427
Suiza,"Silao, Gto.",1071
Suiza,"Tampico, Tamps.",76
Suiza,"Tapachula, Chis.",120
Suiza,"Tijuana, B.C.",46
Suiza,"Toluca, Edo. Mex.",399
Suiza,"Torreón, Coah.",69
Suiza,"Tuxtla Gutiérrez, Chis.",11
Suiza,"Uruapan, Mich.",7
Suiza,"Veracruz, Ver.",124
Suiza,"Villahermosa, Tab.",76
Suiza,"Zacatecas, Zac.",45
Suiza,"Zihuatanejo, Gro.",335
Surinam,"Aguascalientes, Ags.",8
Surinam,"Cancún, Q. Roo",616
Surinam,"Chetumal, Q. Roo",8
Surinam,"Chihuahua, Chih.",1
Surinam,Ciudad de México (AICM),800
Surinam,"Cozumel, Q. Roo",4
Surinam,"Guadalajara, Jal.",35
Surinam,"Hermosillo, Son.",1
Surinam,"Los Cabos, B.C.S.",19
Surinam,"Mérida, Yuc.",19
Surinam,"Monterrey, N.L.",67
Surinam,"Puebla, Pue.",10
Surinam,"Puerto Vallarta, Jal.",30
Surinam,"Querétaro, Qro.",6
Surinam,"San Luis Potosí, S.L.P.",5
Surinam,"Silao, Gto.",2
Surinam,"Tampico, Tamps.",1
Surinam,"Toluca, Edo. Mex.",1
Surinam,"Torreón, Coah.",8
Surinam,"Veracruz, Ver.",11
Surinam,"Villahermosa, Tab.",2
Tailandia,"Acapulco, Gro.",12
Tailandia,"Aguascalientes, Ags.",98
Tailandia,"Cabo San Lucas, B.C.S.",8
Tailandia,"Cancún, Q. Roo",9517
Tailandia,"Chihuahua, Chih.",64
Tailandia,Ciudad de México (AICM),11483
Tailandia,"Ciudad del Carmen, Camp.",49
Tailandia,"Ciudad Juárez, Chih.",1
Tailandia,"Ciudad Obregón, Son.",2
Tailandia,"Cozumel, Q. Roo",385
Tailandia,"Culiacán, Sin.",1
Tailandia,"Del Norte, N.L.",7
Tailandia,"Durango, Dgo.",1
Tailandia,"Guadalajara, Jal.",841
Tailandia,"Guaymas, Son.",1
Tailandia,"Hermosillo, Son.",44
Tailandia,"Huatulco, Oax.",23
Tailandia,"La Paz, B.C.S.",4
Tailandia,"Loreto, B.C.S.",22
Tailandia,"Los Cabos, B.C.S.",1849
Tailandia,"Manzanillo, Col.",24
Tailandia,"Mazatlán, Sin.",89
Tailandia,"Mérida, Yuc.",79
Tailandia,"Monterrey, N.L.",421
Tailandia,"Morelia, Mich.",16
Tailandia,"Oaxaca, Oax.",27
Tailandia,"Puebla, Pue.",49
Tailandia,"Puerto Vallarta, Jal.",1178
Tailandia,"Querétaro, Qro.",187
Tailandia,"Saltillo, Coah.",9
Tailandia,"San Felipe, B.C.",1
Tailandia,"San Luis Potosí, S.L.P.",72
Tailandia,"Silao, Gto.",267
Tailandia,"Tampico, Tamps.",50
Tailandia,"Tapachula, Chis.",4
Tailandia,"Tijuana, B.C.",73
Tailandia,"Toluca, Edo. Mex.",28
Tailandia,"Torreón, Coah.",11
Tailandia,"Tuxtla Gutiérrez, Chis.",2
Tailandia,"Veracruz, Ver.",33
Tailandia,"Villahermosa, Tab.",8
Tailandia,"Zacatecas, Zac.",8
Tailandia,"Zihuatanejo, Gro.",46
Taiwán,"Acapulco, Gro.",15
Taiwán,"Aguascalientes, Ags.",398
Taiwán,"Cabo San Lucas, B.C.S.",10
Taiwán,"Cancún, Q. Roo",21950
Taiwán,"Chetumal, Q. Roo",3
Taiwán,"Chihuahua, Chih.",317
Taiwán,Ciudad de México (AICM),37281
Taiwán,"Ciudad del Carmen, Camp.",38
Taiwán,"Cozumel, Q. Roo",195
Taiwán,"Culiacán, Sin.",6
Taiwán,"Durango, Dgo.",10
Taiwán,"Ensenada, B.C.",4
Taiwán,"Guadalajara, Jal.",8118
Taiwán,"Guaymas, Son.",4
Taiwán,"Hermosillo, Son.",335
Taiwán,"Huatulco, Oax.",10
Taiwán,"La Paz, B.C.S.",4
Taiwán,"Loreto, B.C.S.",30
Taiwán,"Los Cabos, B.C.S.",3762
Taiwán,"Manzanillo, Col.",79
Taiwán,"Mazatlán, Sin.",169
Taiwán,"Mérida, Yuc.",210
Taiwán,"Mexicali, B. C.",2
Taiwán,"Monterrey, N.L.",3077
Taiwán,"Morelia, Mich.",52
Taiwán,"Oaxaca, Oax.",29
Taiwán,"Puebla, Pue.",75
Taiwán,"Puerto Vallarta, Jal.",1792
Taiwán,"Querétaro, Qro.",607
Taiwán,"Saltillo, Coah.",49
Taiwán,"San Felipe, B.C.",3
Taiwán,"San Luis Potosí, S.L.P.",322
Taiwán,"Silao, Gto.",3819
Taiwán,"Tampico, Tamps.",81
Taiwán,"Tapachula, Chis.",21
Taiwán,"Tijuana, B.C.",348
Taiwán,"Toluca, Edo. Mex.",36
Taiwán,"Torreón, Coah.",48
Taiwán,"Uruapan, Mich.",3
Taiwán,"Veracruz, Ver.",31
Taiwán,"Villahermosa, Tab.",32
Taiwán,"Zacatecas, Zac.",67
Taiwán,"Zihuatanejo, Gro.",57
Tanzania,"Aguascalientes, Ags.",1
Tanzania,"Cancún, Q. Roo",1139
Tanzania,"Chetumal, Q. Roo",1
Tanzania,Ciudad de México (AICM),855
Tanzania,"Ciudad del Carmen, Camp.",1
Tanzania,"Cozumel, Q. Roo",12
Tanzania,"Del Norte, N.L.",1
Tanzania,"Guadalajara, Jal.",52
Tanzania,"Huatulco, Oax.",1
Tanzania,"Loreto, B.C.S.",2
Tanzania,"Los Cabos, B.C.S.",146
Tanzania,"Mazatlán, Sin.",10
Tanzania,"Mérida, Yuc.",6
Tanzania,"Monterrey, N.L.",31
Tanzania,"Morelia, Mich.",4
Tanzania,"Oaxaca, Oax.",2
Tanzania,"Puebla, Pue.",1
Tanzania,"Puerto Vallarta, Jal.",91
Tanzania,"Querétaro, Qro.",4
Tanzania,"San Luis Potosí, S.L.P.",5
Tanzania,"Silao, Gto.",24
Tanzania,"Toluca, Edo. Mex.",1
Tanzania,"Veracruz, Ver.",1
Tanzania,"Zihuatanejo, Gro.",1
Tayikistán,"Acapulco, Gro.",2
Tayikistán,"Cancún, Q. Roo",903
Tayikistán,Ciudad de México (AICM),289
Tayikistán,"Cozumel, Q. Roo",10
Tayikistán,"Guadalajara, Jal.",179
Tayikistán,"Los Cabos, B.C.S.",25
Tayikistán,"Mazatlán, Sin.",2
Tayikistán,"Mérida, Yuc.",1
Tayikistán,"Monterrey, N.L.",3
Tayikistán,"Morelia, Mich.",1
Tayikistán,"Puebla, Pue.",3
Tayikistán,"Puerto Vallarta, Jal.",22
Tayikistán,"Silao, Gto.",2
Tayikistán,"Tijuana, B.C.",2
Terr. Británico del Océano Índico,"Cancún, Q. Roo",2
Terr. Británico del Océano Índico,Ciudad de México (AICM),8
Terr. Británico del Océano Índico,"Ensenada, B.C.",1
Timor Oriental,"Cancún, Q. Roo",7
Timor Oriental,Ciudad de México (AICM),29
Timor Oriental,"Querétaro, Qro.",1
Togo,"Acapulco, Gro.",1
Togo,"Cancún, Q. Roo",330
Togo,Ciudad de México (AICM),446
Togo,"Cozumel, Q. Roo",3
Togo,"Durango, Dgo.",1
Togo,"Guadalajara, Jal.",13
Togo,"Hermosillo, Son.",1
Togo,"Los Cabos, B.C.S.",34
Togo,"Mérida, Yuc.",3
Togo,"Monterrey, N.L.",28
Togo,"Puerto Vallarta, Jal.",22
Togo,"Querétaro, Qro.",2
Togo,"Silao, Gto.",2
Togo,"Torreón, Coah.",1
Togo,"Veracruz, Ver.",3
Togo,"Villahermosa, Tab.",1
Tokelau,"Cancún, Q. Roo",1
Tokelau,Ciudad de México (AICM),1
Tokelau,"Puerto Vallarta, Jal.",1
Tonga,"Cancún, Q. Roo",126
Tonga,Ciudad de México (AICM),86
Tonga,"Cozumel, Q. Roo",4
Tonga,"Guadalajara, Jal.",6
Tonga,"Los Cabos, B.C.S.",54
Tonga,"Mazatlán, Sin.",4
Tonga,"Monterrey, N.L.",4
Tonga,"Morelia, Mich.",1
Tonga,"Puerto Vallarta, Jal.",44
Tonga,"Querétaro, Qro.",3
Tonga,"Silao, Gto.",1
Tonga,"Zihuatanejo, Gro.",1
Trinidad y Tobago,"Acapulco, Gro.",4
Trinidad y Tobago,"Aguascalientes, Ags.",97
Trinidad y Tobago,"Cabo San Lucas, B.C.S.",8
Trinidad y Tobago,"Cancún, Q. Roo",37741
Trinidad y Tobago,"Chetumal, Q. Roo",4
Trinidad y Tobago,"Chihuahua, Chih.",24
Trinidad y Tobago,Ciudad de México (AICM),8823
Trinidad y Tobago,"Ciudad del Carmen, Camp.",213
Trinidad y Tobago,"Cozumel, Q. Roo",255
Trinidad y Tobago,"Del Norte, N.L.",1
Trinidad y Tobago,"Durango, Dgo.",2
Trinidad y Tobago,"Guadalajara, Jal.",503
Trinidad y Tobago,"Hermosillo, Son.",5
Trinidad y Tobago,"Huatulco, Oax.",2
Trinidad y Tobago,"Loreto, B.C.S.",5
Trinidad y Tobago,"Los Cabos, B.C.S.",1026
Trinidad y Tobago,"Manzanillo, Col.",5
Trinidad y Tobago,"Matamoros, Tamps.",15
Trinidad y Tobago,"Mazatlán, Sin.",45
Trinidad y Tobago,"Mérida, Yuc.",140
Trinidad y Tobago,"Mexicali, B. C.",1
Trinidad y Tobago,"Monterrey, N.L.",722
Trinidad y Tobago,"Morelia, Mich.",27
Trinidad y Tobago,"Oaxaca, Oax.",15
Trinidad y Tobago,"Puebla, Pue.",77
Trinidad y Tobago,"Puerto Peñasco, Son.",1
Trinidad y Tobago,"Puerto Vallarta, Jal.",752
Trinidad y Tobago,"Querétaro, Qro.",134
Trinidad y Tobago,"Saltillo, Coah.",13
Trinidad y Tobago,"San Felipe, B.C.",1
Trinidad y Tobago,"San Luis Potosí, S.L.P.",62
Trinidad y Tobago,"Silao, Gto.",102
Trinidad y Tobago,"Tampico, Tamps.",267
Trinidad y Tobago,"Tapachula, Chis.",2
Trinidad y Tobago,"Tijuana, B.C.",4
Trinidad y Tobago,"Toluca, Edo. Mex.",16
Trinidad y Tobago,"Torreón, Coah.",28
Trinidad y Tobago,"Veracruz, Ver.",62
Trinidad y Tobago,"Villahermosa, Tab.",140
Trinidad y Tobago,"Zacatecas, Zac.",1
Trinidad y Tobago,"Zihuatanejo, Gro.",12
Túnez,"Acapulco, Gro.",5
Túnez,"Aguascalientes, Ags.",2
Túnez,"Cancún, Q. Roo",4958
Túnez,"Chihuahua, Chih.",58
Túnez,Ciudad de México (AICM),4836
Túnez,"Ciudad del Carmen, Camp.",4
Túnez,"Cozumel, Q. Roo",50
Túnez,"Durango, Dgo.",12
Túnez,"Guadalajara, Jal.",102
Túnez,"Hermosillo, Son.",5
Túnez,"Huatulco, Oax.",4
Túnez,"Los Cabos, B.C.S.",151
Túnez,"Manzanillo, Col.",2
Túnez,"Mazatlán, Sin.",8
Túnez,"Mérida, Yuc.",9
Túnez,"Monterrey, N.L.",113
Túnez,"Morelia, Mich.",5
Túnez,"Oaxaca, Oax.",2
Túnez,"Puebla, Pue.",10
Túnez,"Puerto Vallarta, Jal.",139
Túnez,"Querétaro, Qro.",18
Túnez,"San Luis Potosí, S.L.P.",13
Túnez,"Silao, Gto.",85
Túnez,"Tampico, Tamps.",3
Túnez,"Tijuana, B.C.",1
Túnez,"Toluca, Edo. Mex.",6
Túnez,"Villahermosa, Tab.",1
Túnez,"Zacatecas, Zac.",1
Túnez,"Zihuatanejo, Gro.",5
"Turcos y Caicos, Islas (R. Unido)","Cancún, Q. Roo",309
"Turcos y Caicos, Islas (R. Unido)","Chihuahua, Chih.",1
"Turcos y Caicos, Islas (R. Unido)",Ciudad de México (AICM),198
"Turcos y Caicos, Islas (R. Unido)","Cozumel, Q. Roo",2
"Turcos y Caicos, Islas (R. Unido)","Guadalajara, Jal.",20
"Turcos y Caicos, Islas (R. Unido)","Los Cabos, B.C.S.",263
"Turcos y Caicos, Islas (R. Unido)","Manzanillo, Col.",1
"Turcos y Caicos, Islas (R. Unido)","Mazatlán, Sin.",3
"Turcos y Caicos, Islas (R. Unido)","Mérida, Yuc.",4
"Turcos y Caicos, Islas (R. Unido)","Monterrey, N.L.",2
"Turcos y Caicos, Islas (R. Unido)","Morelia, Mich.",1
"Turcos y Caicos, Islas (R. Unido)","Puebla, Pue.",2
"Turcos y Caicos, Islas (R. Unido)","Puerto Vallarta, Jal.",30
"Turcos y Caicos, Islas (R. Unido)","Querétaro, Qro.",5
"Turcos y Caicos, Islas (R. Unido)","San Luis Potosí, S.L.P.",1
"Turcos y Caicos, Islas (R. Unido)","Silao, Gto.",6
"Turcos y Caicos, Islas (R. Unido)","Toluca, Edo. Mex.",3
"Turcos y Caicos, Islas (R. Unido)","Torreón, Coah.",1
"Turcos y Caicos, Islas (R. Unido)","Zacatecas, Zac.",1
"Turcos y Caicos, Islas (R. Unido)","Zihuatanejo, Gro.",2
Turkmenistán,"Aguascalientes, Ags.",1
Turkmenistán,"Cancún, Q. Roo",442
Turkmenistán,Ciudad de México (AICM),121
Turkmenistán,"Guadalajara, Jal.",5
Turkmenistán,"Hermosillo, Son.",1
Turkmenistán,"Los Cabos, B.C.S.",11
Turkmenistán,"Mazatlán, Sin.",2
Turkmenistán,"Monterrey, N.L.",18
Turkmenistán,"Puerto Vallarta, Jal.",27
Turkmenistán,"Querétaro, Qro.",1
Turkmenistán,"Toluca, Edo. Mex.",1
Turkmenistán,"Villahermosa, Tab.",2
Turkmenistán,"Zihuatanejo, Gro.",1
Turquía,"Acapulco, Gro.",17
Turquía,"Aguascalientes, Ags.",138
Turquía,"Cabo San Lucas, B.C.S.",10
Turquía,"Cancún, Q. Roo",55962
Turquía,"Chetumal, Q. Roo",1
Turquía,"Chihuahua, Chih.",126
Turquía,Ciudad de México (AICM),59672
Turquía,"Ciudad del Carmen, Camp.",10
Turquía,"Cozumel, Q. Roo",429
Turquía,"Culiacán, Sin.",1
Turquía,"Del Norte, N.L.",1
Turquía,"Durango, Dgo.",3
Turquía,"Ensenada, B.C.",1
Turquía,"Felipe Ángeles (AIFA), Edo. Mex.",29
Turquía,"Guadalajara, Jal.",1356
Turquía,"Guaymas, Son.",2
Turquía,"Hermosillo, Son.",50
Turquía,"Huatulco, Oax.",18
Turquía,"La Paz, B.C.S.",4
Turquía,"Loreto, B.C.S.",10
Turquía,"Los Cabos, B.C.S.",2128
Turquía,"Manzanillo, Col.",17
Turquía,"Matamoros, Tamps.",1
Turquía,"Mazatlán, Sin.",37
Turquía,"Mérida, Yuc.",150
Turquía,"Monclova, Coah.",1
Turquía,"Monterrey, N.L.",1711
Turquía,"Morelia, Mich.",23
Turquía,"Oaxaca, Oax.",56
Turquía,"Puebla, Pue.",71
Turquía,"Puerto Vallarta, Jal.",1421
Turquía,"Querétaro, Qro.",230
Turquía,"Saltillo, Coah.",7
Turquía,"San Luis Potosí, S.L.P.",262
Turquía,"Silao, Gto.",321
Turquía,"Tampico, Tamps.",72
Turquía,"Tapachula, Chis.",10
Turquía,"Tijuana, B.C.",20
Turquía,"Toluca, Edo. Mex.",185
Turquía,"Torreón, Coah.",46
Turquía,"Tuxtla Gutiérrez, Chis.",7
Turquía,"Veracruz, Ver.",36
Turquía,"Villahermosa, Tab.",31
Turquía,"Zacatecas, Zac.",7
Turquía,"Zihuatanejo, Gro.",62
Tuvalu,"Cancún, Q. Roo",6
Tuvalu,Ciudad de México (AICM),21
Tuvalu,"Mazatlán, Sin.",2
Tuvalu,"Puerto Vallarta, Jal.",3
Ucrania,"Acapulco, Gro.",98
Ucrania,"Aguascalientes, Ags.",46
Ucrania,"Cabo San Lucas, B.C.S.",31
Ucrania,"Cancún, Q. Roo",125207
Ucrania,"Chihuahua, Chih.",19
Ucrania,Ciudad de México (AICM),69334
Ucrania,"Ciudad del Carmen, Camp.",216
Ucrania,"Cozumel, Q. Roo",1503
Ucrania,"Culiacán, Sin.",1
Ucrania,"Del Norte, N.L.",1
Ucrania,"Durango, Dgo.",3
Ucrania,"Guadalajara, Jal.",1892
Ucrania,"Hermosillo, Son.",49
Ucrania,"Huatulco, Oax.",251
Ucrania,"La Paz, B.C.S.",9
Ucrania,"Loreto, B.C.S.",59
Ucrania,"Los Cabos, B.C.S.",3884
Ucrania,"Los Mochis, Sin.",1
Ucrania,"Manzanillo, Col.",50
Ucrania,"Mazatlán, Sin.",255
Ucrania,"Mérida, Yuc.",149
Ucrania,"Mexicali, B. C.",1
Ucrania,"Monterrey, N.L.",990
Ucrania,"Morelia, Mich.",13
Ucrania,"Oaxaca, Oax.",18
Ucrania,"Puebla, Pue.",40
Ucrania,"Puerto Peñasco, Son.",1
Ucrania,"Puerto Vallarta, Jal.",6043
Ucrania,"Querétaro, Qro.",138
Ucrania,"Saltillo, Coah.",12
Ucrania,"San Felipe, B.C.",2
Ucrania,"San Luis Potosí, S.L.P.",36
Ucrania,"Silao, Gto.",119
Ucrania,"Tampico, Tamps.",412
Ucrania,"Tapachula, Chis.",30
Ucrania,"Tijuana, B.C.",73
Ucrania,"Toluca, Edo. Mex.",173
Ucrania,"Torreón, Coah.",11
Ucrania,"Veracruz, Ver.",425
Ucrania,"Villahermosa, Tab.",54
Ucrania,"Zacatecas, Zac.",4
Ucrania,"Zihuatanejo, Gro.",165
Uganda,"Aguascalientes, Ags.",4
Uganda,"Cancún, Q. Roo",818
Uganda,"Chihuahua, Chih.",4
Uganda,Ciudad de México (AICM),942
Uganda,"Ciudad del Carmen, Camp.",2
Uganda,"Cozumel, Q. Roo",14
Uganda,"Guadalajara, Jal.",51
Uganda,"Hermosillo, Son.",1
Uganda,"Huatulco, Oax.",1
Uganda,"Loreto, B.C.S.",1
Uganda,"Los Cabos, B.C.S.",113
Uganda,"Mazatlán, Sin.",3
Uganda,"Mérida, Yuc.",4
Uganda,"Monterrey, N.L.",16
Uganda,"Morelia, Mich.",3
Uganda,"Oaxaca, Oax.",4
Uganda,"Puebla, Pue.",1
Uganda,"Puerto Vallarta, Jal.",74
Uganda,"Querétaro, Qro.",11
Uganda,"Reynosa, Tamps.",1
Uganda,"San Felipe, B.C.",1
Uganda,"San Luis Potosí, S.L.P.",8
Uganda,"Silao, Gto.",15
Uganda,"Tampico, Tamps.",2
Uganda,"Toluca, Edo. Mex.",1
Uganda,"Torreón, Coah.",3
Uganda,"Veracruz, Ver.",3
Uganda,"Villahermosa, Tab.",1
Uganda,"Zihuatanejo, Gro.",3
Uruguay,"Acapulco, Gro.",44
Uruguay,"Aguascalientes, Ags.",104
Uruguay,"Cancún, Q. Roo",193421
Uruguay,"Chetumal, Q. Roo",2
Uruguay,"Chihuahua, Chih.",23
Uruguay,Ciudad de México (AICM),99513
Uruguay,"Ciudad del Carmen, Camp.",12
Uruguay,"Ciudad Juárez, Chih.",4
Uruguay,"Cozumel, Q. Roo",271
Uruguay,"Cuernavaca, Mor.",4
Uruguay,"Culiacán, Sin.",2
Uruguay,"Del Norte, N.L.",43
Uruguay,"Durango, Dgo.",3
Uruguay,"Ensenada, B.C.",1
Uruguay,"Felipe Ángeles (AIFA), Edo. Mex.",16
Uruguay,"Guadalajara, Jal.",3097
Uruguay,"Hermosillo, Son.",34
Uruguay,"Huatulco, Oax.",13
Uruguay,"La Paz, B.C.S.",6
Uruguay,"Loreto, B.C.S.",14
Uruguay,"Los Cabos, B.C.S.",910
Uruguay,"Manzanillo, Col.",3
Uruguay,"Mazatlán, Sin.",28
Uruguay,"Mérida, Yuc.",163
Uruguay,"Monterrey, N.L.",1992
Uruguay,"Morelia, Mich.",45
Uruguay,"Oaxaca, Oax.",21
Uruguay,"Puebla, Pue.",142
Uruguay,"Puerto Escondido, Oax.",3
Uruguay,"Puerto Vallarta, Jal.",973
Uruguay,"Querétaro, Qro.",132
Uruguay,"Saltillo, Coah.",2
Uruguay,"San Luis Potosí, S.L.P.",170
Uruguay,"Silao, Gto.",272
Uruguay,"Tampico, Tamps.",34
Uruguay,"Tapachula, Chis.",28
Uruguay,"Tijuana, B.C.",43
Uruguay,"Toluca, Edo. Mex.",118
Uruguay,"Torreón, Coah.",51
Uruguay,"Tuxtla Gutiérrez, Chis.",3
Uruguay,"Veracruz, Ver.",65
Uruguay,"Villahermosa, Tab.",20
Uruguay,"Zacatecas, Zac.",15
